Unnamed: 0,PC_1,PC_2
6191,7.318298436635755,13.716287204131381
6381,-10.288208749696594,-13.303316515173963
1028,19.417967383989073,3.679988548944832
2874,-9.347148659683356,-13.456265460206536
3532,-10.41610843385767,-12.983741628606307
1532,22.591990812059528,14.756966465141229
440,23.743186691035152,3.92542856519427
6074,-4.208111290306695,-19.003719462927716
6851,-20.510383743777517,22.590533762000266
4181,-12.096457590986526,-9.737091774684211
5917,-10.009910929685628,-12.781180800592438
7214,-9.338830987773555,-14.003837847695124
3964,-10.052713217627236,-13.060331459886532
7285,-10.175326953319836,-12.283849304169024
8951,-15.781479613970271,8.449415191198264
118,-5.018072638362707,-8.201577750997295
3468,-9.597755199293603,-13.963398438517267
799,24.39483932531243,3.35256034804738
6356,-10.362857466014901,-12.715871152367619
4056,-9.474981774167201,-14.390626149116352
9232,22.189170840733723,2.09052172419446
4680,-10.56758307612088,-12.750932149041262
3196,-10.26044596922934,-11.877767984635152
4055,-12.030694336623757,-10.669377700396659
4569,13.829353284502304,2.384061681990713
7504,-19.94399261143104,22.692848204888033
5683,-10.566693250864217,-12.264965051315794
497,18.914797627256917,4.116517858217534
6335,-10.067475558734333,-13.601816581683657
4482,-10.457438789049897,-12.309472172663332
4106,-8.68521084771915,-14.621418330087954
2542,22.73940776207431,2.54515336769668
9561,-20.762079674112773,21.20384618406145
175,20.84357931279029,4.49285640873163
808,23.14468883109378,4.229355790390839
3973,-9.905011659386489,-13.072472188090792
909,18.912120819315692,3.008800862493237
4230,21.79535727227456,4.0615365217050545
1173,18.96269342837798,3.750022384359679
2498,19.16827119871934,2.399216414034852
1825,19.02673985890396,3.001048814593281
9367,-20.60647092785178,22.620656220770297
775,21.012564535480163,2.134401407896172
253,19.6588495341305,2.6322835562128444
6284,-11.362562215107666,-10.97644612122668
215,-7.625777926880909,-5.75960542716546
7156,-10.406324005139162,-12.62092510755786
4036,-9.98266982940205,-14.363567695270717
5557,-9.957259831451703,-13.011085458691854
1375,24.761929517122386,2.4901059028308405
602,22.541793014529816,3.691664644910607
1424,18.234573841487975,3.5583251188421916
898,20.773955777082413,3.038965117159529
9078,-10.194257381261531,-12.710662099605768
563,22.176982636247747,3.6929505344778097
1470,18.877758035803556,3.158931644653324
925,19.571810473725037,2.2171507746266395
9246,-20.239917262624157,22.18117355386228
2023,19.66938734808515,2.1892640588713403
9323,-10.854892429291384,-11.13596887324079
7114,-20.542341397520065,22.662127327021363
572,23.678798172317247,2.368571805302979
4813,-5.607504154624842,-19.16270391785239
717,-6.461185359275431,-7.331012051547828
7292,-20.516255551293174,22.320098348592474
2362,-8.971153995609443,-14.108088596784425
9351,-20.71483657975325,22.07163739368921
6861,19.50375514977514,3.3832023113198058
3494,-10.858000510104977,-12.186757460704722
9324,-20.52099630216455,22.528716723747827
4029,-10.913041020847505,-11.51961801313361
4756,-10.328952877068787,-12.003066217911263
3931,-4.363536256744612,-19.981713017837958
4962,-10.442207710019629,-12.847554173476427
4712,-10.704149390664664,-12.248315914736219
5612,-11.432922110222528,-11.351870997660392
3069,-11.295847943646223,-10.360051580613616
556,20.622327008847478,1.181753597694086
8864,-21.14978986361626,21.2914797249711
