sample_id,population,super_population
ind_1011,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_855,African Caribbean in Barbados,AFR
ind_1254,Esan in Nigeria,AFR
ind_1292,Mende in Sierra Leone,AFR
ind_2138,"Luhya in Webuye, Kenya",AFR
ind_1258,Esan in Nigeria,AFR
ind_986,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_1223,Esan in Nigeria,AFR
ind_42,British in England and Scotland,EUR
ind_1767,"Yoruba in Ibadan, Nigeria",AFR
ind_1990,"Luhya in Webuye, Kenya",AFR
ind_2429,"Gujarati Indians in Houston, TX",SAS
ind_1505,Sri Lankan Tamil in the UK,SAS
ind_1970,"Japanese in Tokyo, Japan",EAS
ind_1141,Esan in Nigeria,AFR
ind_324,Puerto Rican in Puerto Rico,AMR
ind_1755,"Yoruba in Ibadan, Nigeria",AFR
ind_1204,Esan in Nigeria,AFR
ind_1359,"Punjabi in Lahore, Pakistan",SAS
ind_1138,Esan in Nigeria,AFR
ind_2069,"Yoruba in Ibadan, Nigeria",AFR
ind_2149,"Luhya in Webuye, Kenya",AFR
ind_884,African Caribbean in Barbados,AFR
ind_728,African Caribbean in Barbados,AFR
ind_1220,Esan in Nigeria,AFR
ind_2049,"Yoruba in Ibadan, Nigeria",AFR
ind_1697,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_1264,Esan in Nigeria,AFR
ind_684,African Caribbean in Barbados,AFR
ind_1535,Bengali in Bangladesh,SAS
ind_1859,"Han Chinese in Beijing, China",EAS
ind_1136,Esan in Nigeria,AFR
ind_1934,"Japanese in Tokyo, Japan",EAS
ind_2264,African Ancestry in Southwest US,AFR
ind_1287,Mende in Sierra Leone,AFR
ind_924,"Chinese Dai in Xishuangbanna, China",EAS
ind_2274,African Ancestry in Southwest US,AFR
ind_2108,"Luhya in Webuye, Kenya",AFR
ind_2067,"Yoruba in Ibadan, Nigeria",AFR
ind_2106,"Luhya in Webuye, Kenya",AFR
ind_568,Iberian populations in Spain,EUR
ind_1529,Bengali in Bangladesh,SAS
ind_886,African Caribbean in Barbados,AFR
ind_2364,Toscani in Italy,EUR
ind_2248,African Ancestry in Southwest US,AFR
ind_980,African Caribbean in Barbados,AFR
ind_1010,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_1130,Esan in Nigeria,AFR
ind_930,"Chinese Dai in Xishuangbanna, China",EAS
ind_1729,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_2259,African Ancestry in Southwest US,AFR
ind_2458,"Gujarati Indians in Houston, TX",SAS
ind_1118,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_1433,Sri Lankan Tamil in the UK,SAS
ind_1196,Esan in Nigeria,AFR
ind_964,African Caribbean in Barbados,AFR
ind_1347,Bengali in Bangladesh,SAS
ind_2131,"Luhya in Webuye, Kenya",AFR
ind_1183,Mende in Sierra Leone,AFR
ind_995,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_378,"Colombian in Medellin, Colombia",AMR
ind_833,"Chinese Dai in Xishuangbanna, China",EAS
ind_343,Puerto Rican in Puerto Rico,AMR
ind_507,Iberian populations in Spain,EUR
ind_2420,"Gujarati Indians in Houston, TX",SAS
ind_2111,"Luhya in Webuye, Kenya",AFR
ind_2275,African Ancestry in Southwest US,AFR
ind_1806,"Han Chinese in Beijing, China",EAS
ind_1979,"Luhya in Webuye, Kenya",AFR
ind_979,African Caribbean in Barbados,AFR
ind_795,"Kinh in Ho Chi Minh City, Vietnam",EAS
ind_1187,Mende in Sierra Leone,AFR
ind_1164,Mende in Sierra Leone,AFR
ind_2117,"Luhya in Webuye, Kenya",AFR
ind_1739,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_1760,"Yoruba in Ibadan, Nigeria",AFR
ind_949,African Caribbean in Barbados,AFR
ind_1094,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_2125,"Luhya in Webuye, Kenya",AFR
ind_2073,"Yoruba in Ibadan, Nigeria",AFR
ind_2496,"Gujarati Indians in Houston, TX",SAS
ind_1205,Esan in Nigeria,AFR
ind_1762,"Yoruba in Ibadan, Nigeria",AFR
ind_427,Puerto Rican in Puerto Rico,AMR
ind_950,African Caribbean in Barbados,AFR
ind_1341,Mende in Sierra Leone,AFR
ind_1071,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_402,Puerto Rican in Puerto Rico,AMR
ind_1171,Mende in Sierra Leone,AFR
ind_1172,Mende in Sierra Leone,AFR
ind_1427,Sri Lankan Tamil in the UK,SAS
ind_1285,Mende in Sierra Leone,AFR
ind_627,"Chinese Dai in Xishuangbanna, China",EAS
ind_1185,Mende in Sierra Leone,AFR
ind_1686,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_1981,"Luhya in Webuye, Kenya",AFR
ind_1282,Mende in Sierra Leone,AFR
ind_2167,"Luhya in Webuye, Kenya",AFR
ind_407,"Colombian in Medellin, Colombia",AMR
ind_1641,Indian Telugu in the UK,SAS
ind_908,"Chinese Dai in Xishuangbanna, China",EAS
ind_1916,"Japanese in Tokyo, Japan",EAS
ind_1270,Esan in Nigeria,AFR
ind_2293,African Ancestry in Southwest US,AFR
ind_497,"Colombian in Medellin, Colombia",AMR
ind_1104,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_2194,African Ancestry in Southwest US,AFR
ind_763,African Caribbean in Barbados,AFR
ind_1015,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_1825,"Han Chinese in Beijing, China",EAS
ind_894,African Caribbean in Barbados,AFR
ind_2050,"Yoruba in Ibadan, Nigeria",AFR
ind_2058,"Yoruba in Ibadan, Nigeria",AFR
ind_998,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_2156,"Luhya in Webuye, Kenya",AFR
ind_2047,"Yoruba in Ibadan, Nigeria",AFR
ind_2161,"Luhya in Webuye, Kenya",AFR
ind_1006,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_1198,Esan in Nigeria,AFR
ind_1851,"Han Chinese in Beijing, China",EAS
ind_1277,Esan in Nigeria,AFR
ind_1249,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_1280,Mende in Sierra Leone,AFR
ind_1311,Mende in Sierra Leone,AFR
ind_2168,"Luhya in Webuye, Kenya",AFR
ind_1315,Mende in Sierra Leone,AFR
ind_1275,Esan in Nigeria,AFR
ind_1894,"Yoruba in Ibadan, Nigeria",AFR
ind_1107,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_946,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_966,African Caribbean in Barbados,AFR
ind_957,African Caribbean in Barbados,AFR
ind_1286,Mende in Sierra Leone,AFR
ind_1222,Esan in Nigeria,AFR
ind_212,Han Chinese South,EAS
ind_891,African Caribbean in Barbados,AFR
ind_2126,"Luhya in Webuye, Kenya",AFR
ind_2061,"Yoruba in Ibadan, Nigeria",AFR
ind_1077,"Punjabi in Lahore, Pakistan",SAS
ind_1206,Esan in Nigeria,AFR
ind_1018,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_1098,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_1989,"Luhya in Webuye, Kenya",AFR
ind_1257,Esan in Nigeria,AFR
ind_2367,Toscani in Italy,EUR
ind_1978,"Luhya in Webuye, Kenya",AFR
ind_911,"Chinese Dai in Xishuangbanna, China",EAS
ind_1106,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_1221,Esan in Nigeria,AFR
ind_1168,Mende in Sierra Leone,AFR
ind_2085,"Yoruba in Ibadan, Nigeria",AFR
ind_1338,Mende in Sierra Leone,AFR
ind_2166,"Luhya in Webuye, Kenya",AFR
ind_1904,"Yoruba in Ibadan, Nigeria",AFR
ind_1114,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_433,"Colombian in Medellin, Colombia",AMR
ind_2287,African Ancestry in Southwest US,AFR
ind_869,African Caribbean in Barbados,AFR
ind_297,Puerto Rican in Puerto Rico,AMR
ind_944,African Caribbean in Barbados,AFR
ind_1488,Sri Lankan Tamil in the UK,SAS
ind_1214,Esan in Nigeria,AFR
ind_1210,Esan in Nigeria,AFR
ind_2063,"Yoruba in Ibadan, Nigeria",AFR
ind_1764,"Yoruba in Ibadan, Nigeria",AFR
ind_2081,"Yoruba in Ibadan, Nigeria",AFR
ind_2129,"Luhya in Webuye, Kenya",AFR
ind_1326,Esan in Nigeria,AFR
ind_1975,"Japanese in Tokyo, Japan",EAS
ind_1567,Sri Lankan Tamil in the UK,SAS
ind_1414,Indian Telugu in the UK,SAS
ind_1770,"Yoruba in Ibadan, Nigeria",AFR
ind_2483,"Gujarati Indians in Houston, TX",SAS
ind_721,"Peruvian in Lima, Peru",AMR
ind_2216,"Mexican Ancestry in Los Angeles, California",AMR
ind_1789,"Han Chinese in Beijing, China",EAS
ind_396,Puerto Rican in Puerto Rico,AMR
ind_687,African Caribbean in Barbados,AFR
ind_991,African Caribbean in Barbados,AFR
ind_1173,Mende in Sierra Leone,AFR
ind_1882,"Yoruba in Ibadan, Nigeria",AFR
ind_479,"Colombian in Medellin, Colombia",AMR
ind_2190,African Ancestry in Southwest US,AFR
ind_636,"Chinese Dai in Xishuangbanna, China",EAS
ind_985,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_1082,"Punjabi in Lahore, Pakistan",SAS
ind_1073,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_1741,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_2435,"Gujarati Indians in Houston, TX",SAS
ind_1274,Esan in Nigeria,AFR
ind_943,African Caribbean in Barbados,AFR
ind_1993,"Luhya in Webuye, Kenya",AFR
ind_1971,"Japanese in Tokyo, Japan",EAS
ind_1985,"Luhya in Webuye, Kenya",AFR
ind_319,"Chinese Dai in Xishuangbanna, China",EAS
ind_888,African Caribbean in Barbados,AFR
ind_1208,Esan in Nigeria,AFR
ind_2467,"Gujarati Indians in Houston, TX",SAS
ind_2133,"Luhya in Webuye, Kenya",AFR
ind_2091,"Luhya in Webuye, Kenya",AFR
ind_2103,"Luhya in Webuye, Kenya",AFR
ind_1759,"Yoruba in Ibadan, Nigeria",AFR
ind_1734,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_1266,Esan in Nigeria,AFR
ind_1888,"Yoruba in Ibadan, Nigeria",AFR
ind_523,Iberian populations in Spain,EUR
ind_2090,"Luhya in Webuye, Kenya",AFR
ind_1053,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_974,African Caribbean in Barbados,AFR
ind_2057,"Yoruba in Ibadan, Nigeria",AFR
ind_1188,Mende in Sierra Leone,AFR
ind_1982,"Luhya in Webuye, Kenya",AFR
ind_2260,African Ancestry in Southwest US,AFR
ind_867,African Caribbean in Barbados,AFR
ind_1237,Mende in Sierra Leone,AFR
ind_1983,"Luhya in Webuye, Kenya",AFR
ind_1325,Esan in Nigeria,AFR
ind_1964,"Japanese in Tokyo, Japan",EAS
ind_2110,"Luhya in Webuye, Kenya",AFR
ind_1163,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_729,African Caribbean in Barbados,AFR
ind_275,Han Chinese South,EAS
ind_2070,"Yoruba in Ibadan, Nigeria",AFR
ind_1526,Bengali in Bangladesh,SAS
ind_1120,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_1593,Indian Telugu in the UK,SAS
ind_1290,Mende in Sierra Leone,AFR
ind_1847,"Han Chinese in Beijing, China",EAS
ind_793,African Caribbean in Barbados,AFR
ind_2270,African Ancestry in Southwest US,AFR
ind_1224,Esan in Nigeria,AFR
ind_215,Han Chinese South,EAS
ind_364,"Colombian in Medellin, Colombia",AMR
ind_1226,Esan in Nigeria,AFR
ind_2193,African Ancestry in Southwest US,AFR
ind_1042,"Punjabi in Lahore, Pakistan",SAS
ind_1170,Mende in Sierra Leone,AFR
ind_1253,Esan in Nigeria,AFR
ind_1570,Sri Lankan Tamil in the UK,SAS
ind_1868,"Han Chinese in Beijing, China",EAS
ind_1246,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_1317,Mende in Sierra Leone,AFR
ind_893,African Caribbean in Barbados,AFR
ind_977,African Caribbean in Barbados,AFR
ind_1881,"Yoruba in Ibadan, Nigeria",AFR
ind_2048,"Yoruba in Ibadan, Nigeria",AFR
ind_967,African Caribbean in Barbados,AFR
ind_1113,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_992,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_228,Puerto Rican in Puerto Rico,AMR
ind_767,"Kinh in Ho Chi Minh City, Vietnam",EAS
ind_1097,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_2084,"Yoruba in Ibadan, Nigeria",AFR
ind_1263,Esan in Nigeria,AFR
ind_2269,African Ancestry in Southwest US,AFR
ind_1997,"Japanese in Tokyo, Japan",EAS
ind_638,"Chinese Dai in Xishuangbanna, China",EAS
ind_2006,"Japanese in Tokyo, Japan",EAS
ind_997,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_1252,Esan in Nigeria,AFR
ind_1771,"Yoruba in Ibadan, Nigeria",AFR
ind_2476,"Gujarati Indians in Houston, TX",SAS
ind_2247,African Ancestry in Southwest US,AFR
ind_1902,"Yoruba in Ibadan, Nigeria",AFR
ind_1469,Bengali in Bangladesh,SAS
ind_1092,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_2068,"Yoruba in Ibadan, Nigeria",AFR
ind_2086,"Yoruba in Ibadan, Nigeria",AFR
ind_1236,Mende in Sierra Leone,AFR
ind_1139,Esan in Nigeria,AFR
ind_2066,"Yoruba in Ibadan, Nigeria",AFR
ind_2291,African Ancestry in Southwest US,AFR
ind_1419,Sri Lankan Tamil in the UK,SAS
ind_1123,Esan in Nigeria,AFR
