sample_id,population,super_population
ind_1405,Indian Telugu in the UK,SAS
ind_1411,Indian Telugu in the UK,SAS
ind_327,Puerto Rican in Puerto Rico,AMR
ind_165,Finnish in Finland,EUR
ind_776,"Kinh in Ho Chi Minh City, Vietnam",EAS
ind_2230,"Mexican Ancestry in Los Angeles, California",AMR
ind_527,"Colombian in Medellin, Colombia",AMR
ind_1596,Indian Telugu in the UK,SAS
ind_2232,"Mexican Ancestry in Los Angeles, California",AMR
ind_1897,"Yoruba in Ibadan, Nigeria",AFR
ind_400,Puerto Rican in Puerto Rico,AMR
ind_1992,"Luhya in Webuye, Kenya",AFR
ind_1564,Sri Lankan Tamil in the UK,SAS
ind_719,"Peruvian in Lima, Peru",AMR
ind_1088,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_46,British in England and Scotland,EUR
ind_468,Puerto Rican in Puerto Rico,AMR
ind_512,Iberian populations in Spain,EUR
ind_857,"Peruvian in Lima, Peru",AMR
ind_494,"Colombian in Medellin, Colombia",AMR
ind_1025,"Punjabi in Lahore, Pakistan",SAS
ind_1352,Bengali in Bangladesh,SAS
ind_1432,Sri Lankan Tamil in the UK,SAS
ind_1536,Bengali in Bangladesh,SAS
ind_714,"Peruvian in Lima, Peru",AMR
ind_119,Finnish in Finland,EUR
ind_589,Iberian populations in Spain,EUR
ind_138,Finnish in Finland,EUR
ind_951,African Caribbean in Barbados,AFR
ind_278,Han Chinese South,EAS
ind_1559,Indian Telugu in the UK,SAS
ind_1305,Mende in Sierra Leone,AFR
ind_1181,Mende in Sierra Leone,AFR
ind_694,"Peruvian in Lima, Peru",AMR
ind_35,British in England and Scotland,EUR
ind_2231,"Mexican Ancestry in Los Angeles, California",AMR
ind_1422,Sri Lankan Tamil in the UK,SAS
ind_732,"Peruvian in Lima, Peru",AMR
ind_1232,Esan in Nigeria,AFR
ind_868,African Caribbean in Barbados,AFR
ind_2255,African Ancestry in Southwest US,AFR
ind_2402,"Gujarati Indians in Houston, TX",SAS
ind_1281,Mende in Sierra Leone,AFR
ind_372,"Colombian in Medellin, Colombia",AMR
ind_968,African Caribbean in Barbados,AFR
ind_2052,"Yoruba in Ibadan, Nigeria",AFR
ind_542,"Kinh in Ho Chi Minh City, Vietnam",EAS
ind_1442,Indian Telugu in the UK,SAS
ind_1474,Bengali in Bangladesh,SAS
ind_1932,"Japanese in Tokyo, Japan",EAS
ind_1527,Bengali in Bangladesh,SAS
ind_481,"Colombian in Medellin, Colombia",AMR
ind_363,"Colombian in Medellin, Colombia",AMR
ind_2243,African Ancestry in Southwest US,AFR
ind_328,Puerto Rican in Puerto Rico,AMR
ind_2378,Toscani in Italy,EUR
ind_1481,Sri Lankan Tamil in the UK,SAS
ind_2470,"Gujarati Indians in Houston, TX",SAS
ind_1033,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_2345,Toscani in Italy,EUR
ind_2088,"Luhya in Webuye, Kenya",AFR
ind_1423,Sri Lankan Tamil in the UK,SAS
ind_2433,"Gujarati Indians in Houston, TX",SAS
ind_786,"Peruvian in Lima, Peru",AMR
ind_2127,"Luhya in Webuye, Kenya",AFR
ind_740,African Caribbean in Barbados,AFR
ind_2056,"Yoruba in Ibadan, Nigeria",AFR
ind_2204,"Mexican Ancestry in Los Angeles, California",AMR
ind_1431,Sri Lankan Tamil in the UK,SAS
ind_741,African Caribbean in Barbados,AFR
ind_474,"Colombian in Medellin, Colombia",AMR
ind_723,"Peruvian in Lima, Peru",AMR
ind_1635,Bengali in Bangladesh,SAS
ind_1008,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_2292,African Ancestry in Southwest US,AFR
ind_2186,"Mexican Ancestry in Los Angeles, California",AMR
ind_1016,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_818,"Chinese Dai in Xishuangbanna, China",EAS
ind_471,"Colombian in Medellin, Colombia",AMR
ind_1009,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_1099,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_1498,Indian Telugu in the UK,SAS
ind_2322,Toscani in Italy,EUR
ind_1899,"Yoruba in Ibadan, Nigeria",AFR
ind_1766,"Yoruba in Ibadan, Nigeria",AFR
ind_2285,African Ancestry in Southwest US,AFR
ind_2180,"Mexican Ancestry in Los Angeles, California",AMR
ind_2235,"Mexican Ancestry in Los Angeles, California",AMR
ind_510,Iberian populations in Spain,EUR
ind_82,British in England and Scotland,EUR
ind_1116,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_2115,"Luhya in Webuye, Kenya",AFR
ind_1105,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_623,"Chinese Dai in Xishuangbanna, China",EAS
ind_1417,Sri Lankan Tamil in the UK,SAS
ind_1637,Bengali in Bangladesh,SAS
ind_1356,Bengali in Bangladesh,SAS
ind_1378,"Punjabi in Lahore, Pakistan",SAS
ind_425,Puerto Rican in Puerto Rico,AMR
ind_827,"Chinese Dai in Xishuangbanna, China",EAS
ind_1951,"Japanese in Tokyo, Japan",EAS
ind_1117,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_2226,"Mexican Ancestry in Los Angeles, California",AMR
ind_2478,"Gujarati Indians in Houston, TX",SAS
ind_409,"Colombian in Medellin, Colombia",AMR
ind_417,"Colombian in Medellin, Colombia",AMR
ind_2064,"Yoruba in Ibadan, Nigeria",AFR
ind_19,British in England and Scotland,EUR
ind_1491,Indian Telugu in the UK,SAS
ind_1504,Indian Telugu in the UK,SAS
ind_1343,Mende in Sierra Leone,AFR
ind_164,Finnish in Finland,EUR
ind_563,Iberian populations in Spain,EUR
ind_2054,"Yoruba in Ibadan, Nigeria",AFR
ind_2492,"Gujarati Indians in Houston, TX",SAS
ind_531,"Peruvian in Lima, Peru",AMR
ind_1331,Mende in Sierra Leone,AFR
ind_863,"Peruvian in Lima, Peru",AMR
ind_1930,"Japanese in Tokyo, Japan",EAS
ind_177,Finnish in Finland,EUR
ind_1534,Bengali in Bangladesh,SAS
ind_814,"Peruvian in Lima, Peru",AMR
ind_1055,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_824,"Chinese Dai in Xishuangbanna, China",EAS
ind_1100,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_1702,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_1972,"Japanese in Tokyo, Japan",EAS
ind_340,Puerto Rican in Puerto Rico,AMR
ind_726,"Peruvian in Lima, Peru",AMR
ind_1434,"Punjabi in Lahore, Pakistan",SAS
ind_1550,Indian Telugu in the UK,SAS
ind_2358,Toscani in Italy,EUR
ind_2341,Toscani in Italy,EUR
ind_2369,Toscani in Italy,EUR
ind_379,"Colombian in Medellin, Colombia",AMR
ind_819,"Chinese Dai in Xishuangbanna, China",EAS
ind_575,Iberian populations in Spain,EUR
ind_2267,African Ancestry in Southwest US,AFR
ind_2353,Toscani in Italy,EUR
ind_1278,Esan in Nigeria,AFR
ind_935,"Peruvian in Lima, Peru",AMR
ind_1406,Indian Telugu in the UK,SAS
ind_2011,"Japanese in Tokyo, Japan",EAS
ind_2410,"Gujarati Indians in Houston, TX",SAS
ind_1194,Esan in Nigeria,AFR
ind_959,"Punjabi in Lahore, Pakistan",SAS
ind_1366,"Punjabi in Lahore, Pakistan",SAS
ind_2238,"Mexican Ancestry in Los Angeles, California",AMR
ind_619,"Chinese Dai in Xishuangbanna, China",EAS
ind_1539,Sri Lankan Tamil in the UK,SAS
ind_1728,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_183,Finnish in Finland,EUR
ind_461,Puerto Rican in Puerto Rico,AMR
ind_562,Iberian populations in Spain,EUR
ind_573,Iberian populations in Spain,EUR
ind_2342,Toscani in Italy,EUR
ind_2221,"Mexican Ancestry in Los Angeles, California",AMR
ind_66,Finnish in Finland,EUR
ind_1451,Indian Telugu in the UK,SAS
ind_2356,Toscani in Italy,EUR
ind_1714,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_2223,"Mexican Ancestry in Los Angeles, California",AMR
ind_1976,"Luhya in Webuye, Kenya",AFR
ind_151,Finnish in Finland,EUR
ind_595,Iberian populations in Spain,EUR
ind_1063,"Punjabi in Lahore, Pakistan",SAS
ind_310,"Chinese Dai in Xishuangbanna, China",EAS
ind_965,African Caribbean in Barbados,AFR
ind_708,"Peruvian in Lima, Peru",AMR
ind_1309,Mende in Sierra Leone,AFR
ind_916,"Chinese Dai in Xishuangbanna, China",EAS
ind_1666,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_415,"Colombian in Medellin, Colombia",AMR
ind_1607,Sri Lankan Tamil in the UK,SAS
ind_2203,"Mexican Ancestry in Los Angeles, California",AMR
ind_1490,Indian Telugu in the UK,SAS
ind_368,"Colombian in Medellin, Colombia",AMR
ind_2385,Toscani in Italy,EUR
ind_1333,Mende in Sierra Leone,AFR
ind_1630,Bengali in Bangladesh,SAS
ind_2158,"Luhya in Webuye, Kenya",AFR
ind_532,"Peruvian in Lima, Peru",AMR
ind_2451,"Gujarati Indians in Houston, TX",SAS
ind_839,Iberian populations in Spain,EUR
ind_1355,Bengali in Bangladesh,SAS
ind_332,Puerto Rican in Puerto Rico,AMR
ind_737,"Peruvian in Lima, Peru",AMR
ind_1967,"Japanese in Tokyo, Japan",EAS
ind_1542,Sri Lankan Tamil in the UK,SAS
ind_1458,Bengali in Bangladesh,SAS
ind_844,Iberian populations in Spain,EUR
ind_999,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_1386,Sri Lankan Tamil in the UK,SAS
ind_1736,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_1004,"Punjabi in Lahore, Pakistan",SAS
ind_1357,Bengali in Bangladesh,SAS
ind_2094,"Luhya in Webuye, Kenya",AFR
ind_931,"Chinese Dai in Xishuangbanna, China",EAS
ind_2464,"Gujarati Indians in Houston, TX",SAS
ind_897,"Peruvian in Lima, Peru",AMR
ind_432,British in England and Scotland,EUR
ind_1259,Esan in Nigeria,AFR
ind_678,African Caribbean in Barbados,AFR
ind_2434,"Gujarati Indians in Houston, TX",SAS
ind_1424,Sri Lankan Tamil in the UK,SAS
ind_1582,Sri Lankan Tamil in the UK,SAS
ind_1162,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_2083,"Yoruba in Ibadan, Nigeria",AFR
ind_875,"Peruvian in Lima, Peru",AMR
ind_1814,"Han Chinese in Beijing, China",EAS
ind_449,"Colombian in Medellin, Colombia",AMR
ind_462,Puerto Rican in Puerto Rico,AMR
ind_1750,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_1005,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_1898,"Yoruba in Ibadan, Nigeria",AFR
ind_1501,Indian Telugu in the UK,SAS
ind_1461,Bengali in Bangladesh,SAS
ind_98,British in England and Scotland,EUR
ind_1306,Mende in Sierra Leone,AFR
ind_1548,Indian Telugu in the UK,SAS
ind_2441,"Gujarati Indians in Houston, TX",SAS
ind_2224,"Mexican Ancestry in Los Angeles, California",AMR
ind_244,Han Chinese South,EAS
ind_940,African Caribbean in Barbados,AFR
ind_2205,"Mexican Ancestry in Los Angeles, California",AMR
ind_879,African Caribbean in Barbados,AFR
ind_605,Iberian populations in Spain,EUR
ind_703,"Peruvian in Lima, Peru",AMR
ind_2165,"Luhya in Webuye, Kenya",AFR
ind_1421,Indian Telugu in the UK,SAS
ind_446,"Colombian in Medellin, Colombia",AMR
ind_2392,Toscani in Italy,EUR
ind_1425,Sri Lankan Tamil in the UK,SAS
ind_137,Finnish in Finland,EUR
ind_470,Puerto Rican in Puerto Rico,AMR
ind_2109,"Luhya in Webuye, Kenya",AFR
ind_2261,African Ancestry in Southwest US,AFR
ind_75,British in England and Scotland,EUR
ind_1653,Indian Telugu in the UK,SAS
ind_1310,Mende in Sierra Leone,AFR
ind_498,"Colombian in Medellin, Colombia",AMR
ind_1650,Indian Telugu in the UK,SAS
ind_429,Puerto Rican in Puerto Rico,AMR
ind_97,British in England and Scotland,EUR
ind_128,Finnish in Finland,EUR
ind_2071,"Yoruba in Ibadan, Nigeria",AFR
ind_1555,Indian Telugu in the UK,SAS
ind_22,British in England and Scotland,EUR
ind_478,"Colombian in Medellin, Colombia",AMR
ind_2079,"Yoruba in Ibadan, Nigeria",AFR
ind_1307,Mende in Sierra Leone,AFR
ind_24,British in England and Scotland,EUR
ind_1503,Indian Telugu in the UK,SAS
ind_1426,Sri Lankan Tamil in the UK,SAS
ind_1124,Esan in Nigeria,AFR
ind_1712,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_1327,Esan in Nigeria,AFR
