sample_id,population,super_population
ind_1699,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_1986,"Luhya in Webuye, Kenya",AFR
ind_1743,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_2112,"Luhya in Webuye, Kenya",AFR
ind_2439,"Gujarati Indians in Houston, TX",SAS
ind_129,Finnish in Finland,EUR
ind_105,Finnish in Finland,EUR
ind_1738,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_1084,"Punjabi in Lahore, Pakistan",SAS
ind_503,Iberian populations in Spain,EUR
ind_2394,Toscani in Italy,EUR
ind_1657,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_2497,"Gujarati Indians in Houston, TX",SAS
ind_116,Finnish in Finland,EUR
ind_219,Han Chinese South,EAS
ind_2379,Toscani in Italy,EUR
ind_1203,Esan in Nigeria,AFR
ind_1495,Indian Telugu in the UK,SAS
ind_81,British in England and Scotland,EUR
ind_593,Iberian populations in Spain,EUR
ind_1716,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_1765,"Yoruba in Ibadan, Nigeria",AFR
ind_1763,"Yoruba in Ibadan, Nigeria",AFR
ind_30,British in England and Scotland,EUR
ind_2254,African Ancestry in Southwest US,AFR
ind_1303,Mende in Sierra Leone,AFR
ind_1680,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_140,Finnish in Finland,EUR
ind_36,British in England and Scotland,EUR
ind_566,Iberian populations in Spain,EUR
ind_67,Finnish in Finland,EUR
ind_33,British in England and Scotland,EUR
ind_1721,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_1746,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_765,"Kinh in Ho Chi Minh City, Vietnam",EAS
ind_2351,Toscani in Italy,EUR
ind_38,British in England and Scotland,EUR
ind_2313,Toscani in Italy,EUR
ind_76,British in England and Scotland,EUR
ind_8,British in England and Scotland,EUR
ind_181,Finnish in Finland,EUR
ind_1057,"Punjabi in Lahore, Pakistan",SAS
ind_146,Finnish in Finland,EUR
ind_362,"Colombian in Medellin, Colombia",AMR
ind_2375,Toscani in Italy,EUR
ind_1161,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_148,Finnish in Finland,EUR
ind_1322,Esan in Nigeria,AFR
ind_123,Finnish in Finland,EUR
ind_163,Finnish in Finland,EUR
ind_423,Puerto Rican in Puerto Rico,AMR
ind_1866,"Han Chinese in Beijing, China",EAS
ind_583,Iberian populations in Spain,EUR
ind_1742,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_2273,African Ancestry in Southwest US,AFR
ind_1067,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_554,Iberian populations in Spain,EUR
ind_71,Finnish in Finland,EUR
ind_39,British in England and Scotland,EUR
ind_1430,Sri Lankan Tamil in the UK,SAS
ind_1397,Sri Lankan Tamil in the UK,SAS
ind_1026,"Punjabi in Lahore, Pakistan",SAS
ind_1926,"Japanese in Tokyo, Japan",EAS
ind_1674,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_2374,Toscani in Italy,EUR
ind_2319,Toscani in Italy,EUR
ind_567,Iberian populations in Spain,EUR
ind_2373,Toscani in Italy,EUR
ind_2372,Toscani in Italy,EUR
ind_544,Iberian populations in Spain,EUR
ind_107,Finnish in Finland,EUR
ind_1293,Mende in Sierra Leone,AFR
ind_2399,Toscani in Italy,EUR
ind_596,Iberian populations in Spain,EUR
ind_1708,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_841,Iberian populations in Spain,EUR
ind_1679,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_1300,Mende in Sierra Leone,AFR
ind_1807,"Han Chinese in Beijing, China",EAS
ind_1149,"Punjabi in Lahore, Pakistan",SAS
ind_2020,"Japanese in Tokyo, Japan",EAS
ind_28,British in England and Scotland,EUR
ind_1711,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_56,Finnish in Finland,EUR
ind_1740,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_1691,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_2479,"Gujarati Indians in Houston, TX",SAS
ind_1085,"Punjabi in Lahore, Pakistan",SAS
ind_616,British in England and Scotland,EUR
ind_60,Finnish in Finland,EUR
ind_994,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_576,Iberian populations in Spain,EUR
ind_52,British in England and Scotland,EUR
ind_578,Iberian populations in Spain,EUR
ind_112,Finnish in Finland,EUR
ind_253,Han Chinese South,EAS
ind_1302,Mende in Sierra Leone,AFR
ind_963,African Caribbean in Barbados,AFR
ind_158,Finnish in Finland,EUR
ind_1735,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_1749,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_136,Finnish in Finland,EUR
ind_1081,"Punjabi in Lahore, Pakistan",SAS
ind_126,Finnish in Finland,EUR
ind_1781,"Han Chinese in Beijing, China",EAS
ind_848,Iberian populations in Spain,EUR
ind_773,"Kinh in Ho Chi Minh City, Vietnam",EAS
ind_110,Finnish in Finland,EUR
ind_152,Finnish in Finland,EUR
ind_1710,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_2,British in England and Scotland,EUR
ind_2246,African Ancestry in Southwest US,AFR
ind_2198,"Mexican Ancestry in Los Angeles, California",AMR
ind_624,"Chinese Dai in Xishuangbanna, China",EAS
ind_700,"Peruvian in Lima, Peru",AMR
ind_90,British in England and Scotland,EUR
ind_545,Iberian populations in Spain,EUR
ind_506,Iberian populations in Spain,EUR
ind_934,African Caribbean in Barbados,AFR
ind_2421,"Gujarati Indians in Houston, TX",SAS
ind_519,Iberian populations in Spain,EUR
ind_874,"Peruvian in Lima, Peru",AMR
ind_599,Iberian populations in Spain,EUR
ind_598,Iberian populations in Spain,EUR
ind_1558,Indian Telugu in the UK,SAS
ind_2371,Toscani in Italy,EUR
ind_29,British in England and Scotland,EUR
ind_2303,Toscani in Italy,EUR
ind_450,"Colombian in Medellin, Colombia",AMR
ind_604,Iberian populations in Spain,EUR
ind_184,Finnish in Finland,EUR
ind_2405,"Gujarati Indians in Houston, TX",SAS
ind_693,"Peruvian in Lima, Peru",AMR
ind_1709,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_655,"Kinh in Ho Chi Minh City, Vietnam",EAS
ind_91,British in England and Scotland,EUR
ind_1143,"Gambian in Western Division, The Gambia - Mandinka",AFR
ind_211,Han Chinese South,EAS
ind_2152,"Luhya in Webuye, Kenya",AFR
ind_2416,"Gujarati Indians in Houston, TX",SAS
ind_508,Iberian populations in Spain,EUR
ind_1694,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_517,Iberian populations in Spain,EUR
ind_2359,Toscani in Italy,EUR
ind_130,Finnish in Finland,EUR
ind_2352,Toscani in Italy,EUR
ind_2017,"Japanese in Tokyo, Japan",EAS
ind_1125,Esan in Nigeria,AFR
ind_2377,Toscani in Italy,EUR
ind_47,British in England and Scotland,EUR
ind_9,British in England and Scotland,EUR
ind_0,British in England and Scotland,EUR
ind_836,"Chinese Dai in Xishuangbanna, China",EAS
ind_1418,Sri Lankan Tamil in the UK,SAS
ind_1659,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_1522,Bengali in Bangladesh,SAS
ind_550,Iberian populations in Spain,EUR
ind_557,Iberian populations in Spain,EUR
ind_23,British in England and Scotland,EUR
ind_1751,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_1880,"Yoruba in Ibadan, Nigeria",AFR
ind_1722,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_69,Finnish in Finland,EUR
ind_518,Iberian populations in Spain,EUR
ind_188,Han Chinese South,EAS
ind_12,British in England and Scotland,EUR
ind_613,Iberian populations in Spain,EUR
ind_2354,Toscani in Italy,EUR
ind_1836,"Han Chinese in Beijing, China",EAS
ind_2307,Toscani in Italy,EUR
ind_2481,"Gujarati Indians in Houston, TX",SAS
ind_560,Iberian populations in Spain,EUR
ind_86,British in England and Scotland,EUR
ind_301,Puerto Rican in Puerto Rico,AMR
ind_444,"Colombian in Medellin, Colombia",AMR
ind_18,British in England and Scotland,EUR
ind_169,Finnish in Finland,EUR
ind_171,Finnish in Finland,EUR
ind_166,Finnish in Finland,EUR
ind_1665,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_590,Iberian populations in Spain,EUR
ind_713,African Caribbean in Barbados,AFR
ind_64,Finnish in Finland,EUR
ind_1670,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_113,Finnish in Finland,EUR
ind_2300,Toscani in Italy,EUR
ind_942,African Caribbean in Barbados,AFR
ind_84,British in England and Scotland,EUR
ind_2334,Toscani in Italy,EUR
ind_646,"Kinh in Ho Chi Minh City, Vietnam",EAS
ind_103,Finnish in Finland,EUR
ind_2323,Toscani in Italy,EUR
ind_2393,Toscani in Italy,EUR
ind_540,"Kinh in Ho Chi Minh City, Vietnam",EAS
ind_2337,Toscani in Italy,EUR
ind_122,Finnish in Finland,EUR
ind_654,"Kinh in Ho Chi Minh City, Vietnam",EAS
ind_141,Finnish in Finland,EUR
ind_569,Iberian populations in Spain,EUR
ind_108,Finnish in Finland,EUR
ind_1726,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_408,"Colombian in Medellin, Colombia",AMR
ind_2312,Toscani in Italy,EUR
ind_1800,"Han Chinese in Beijing, China",EAS
ind_191,Han Chinese South,EAS
ind_99,British in England and Scotland,EUR
ind_601,Iberian populations in Spain,EUR
ind_2349,Toscani in Italy,EUR
ind_626,"Chinese Dai in Xishuangbanna, China",EAS
ind_2475,"Gujarati Indians in Houston, TX",SAS
ind_2327,Toscani in Italy,EUR
ind_220,Han Chinese South,EAS
ind_2384,Toscani in Italy,EUR
ind_1197,Esan in Nigeria,AFR
ind_1291,Mende in Sierra Leone,AFR
ind_558,Iberian populations in Spain,EUR
ind_104,Finnish in Finland,EUR
ind_2427,"Gujarati Indians in Houston, TX",SAS
ind_20,British in England and Scotland,EUR
ind_25,British in England and Scotland,EUR
ind_1663,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_1668,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_670,"Kinh in Ho Chi Minh City, Vietnam",EAS
ind_117,Finnish in Finland,EUR
ind_1371,Sri Lankan Tamil in the UK,SAS
ind_2361,Toscani in Italy,EUR
ind_1788,"Han Chinese in Beijing, China",EAS
ind_2368,Toscani in Italy,EUR
ind_609,Iberian populations in Spain,EUR
ind_5,British in England and Scotland,EUR
ind_555,Iberian populations in Spain,EUR
ind_649,"Kinh in Ho Chi Minh City, Vietnam",EAS
ind_2398,Toscani in Italy,EUR
ind_133,Finnish in Finland,EUR
ind_1401,"Punjabi in Lahore, Pakistan",SAS
ind_515,Iberian populations in Spain,EUR
ind_2321,Toscani in Italy,EUR
ind_553,Iberian populations in Spain,EUR
ind_2447,"Gujarati Indians in Houston, TX",SAS
ind_1879,"Yoruba in Ibadan, Nigeria",AFR
ind_1754,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_309,"Chinese Dai in Xishuangbanna, China",EAS
ind_57,Finnish in Finland,EUR
ind_124,Finnish in Finland,EUR
ind_258,Han Chinese South,EAS
ind_54,British in England and Scotland,EUR
ind_13,British in England and Scotland,EUR
ind_1571,Sri Lankan Tamil in the UK,SAS
ind_501,Iberian populations in Spain,EUR
ind_800,"Kinh in Ho Chi Minh City, Vietnam",EAS
ind_1747,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_355,Puerto Rican in Puerto Rico,AMR
ind_548,Iberian populations in Spain,EUR
ind_139,Finnish in Finland,EUR
ind_1886,"Yoruba in Ibadan, Nigeria",AFR
ind_606,Iberian populations in Spain,EUR
ind_70,Finnish in Finland,EUR
ind_65,Finnish in Finland,EUR
ind_2376,Toscani in Italy,EUR
ind_2390,Toscani in Italy,EUR
ind_1673,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_1619,Bengali in Bangladesh,SAS
ind_592,Iberian populations in Spain,EUR
ind_1737,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_756,"Kinh in Ho Chi Minh City, Vietnam",EAS
ind_1676,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_15,British in England and Scotland,EUR
ind_2355,Toscani in Italy,EUR
ind_1731,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_58,Finnish in Finland,EUR
ind_1704,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_178,Finnish in Finland,EUR
ind_764,African Caribbean in Barbados,AFR
ind_115,Finnish in Finland,EUR
ind_16,British in England and Scotland,EUR
ind_125,Finnish in Finland,EUR
ind_55,Finnish in Finland,EUR
ind_2383,Toscani in Italy,EUR
ind_1420,Sri Lankan Tamil in the UK,SAS
ind_594,Iberian populations in Spain,EUR
ind_1692,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_2169,African Ancestry in Southwest US,AFR
ind_520,Iberian populations in Spain,EUR
ind_2177,"Mexican Ancestry in Los Angeles, California",AMR
ind_570,Iberian populations in Spain,EUR
ind_2325,Toscani in Italy,EUR
ind_2294,Toscani in Italy,EUR
ind_443,"Colombian in Medellin, Colombia",AMR
ind_159,Finnish in Finland,EUR
ind_1973,"Japanese in Tokyo, Japan",EAS
ind_2030,"Yoruba in Ibadan, Nigeria",AFR
ind_1289,Mende in Sierra Leone,AFR
ind_1872,"Han Chinese in Beijing, China",EAS
ind_2315,Toscani in Italy,EUR
ind_615,British in England and Scotland,EUR
ind_2347,Toscani in Italy,EUR
ind_2343,Toscani in Italy,EUR
ind_1667,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_1885,"Yoruba in Ibadan, Nigeria",AFR
ind_2304,Toscani in Italy,EUR
ind_2330,Toscani in Italy,EUR
ind_556,Iberian populations in Spain,EUR
ind_40,British in England and Scotland,EUR
ind_2360,Toscani in Italy,EUR
ind_2212,"Mexican Ancestry in Los Angeles, California",AMR
ind_49,British in England and Scotland,EUR
ind_608,Iberian populations in Spain,EUR
ind_2400,Toscani in Italy,EUR
ind_44,British in England and Scotland,EUR
ind_1958,"Japanese in Tokyo, Japan",EAS
ind_1678,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_1440,Indian Telugu in the UK,SAS
ind_603,Iberian populations in Spain,EUR
ind_533,"Peruvian in Lima, Peru",AMR
ind_1128,Esan in Nigeria,AFR
ind_1385,Sri Lankan Tamil in the UK,SAS
ind_1664,Utah residents (CEPH) with Northern and Western European ancestry,EUR
ind_2461,"Gujarati Indians in Houston, TX",SAS
ind_586,Iberian populations in Spain,EUR
ind_127,Finnish in Finland,EUR
